,Start Time,End Time,Speaker,Transcription,Confidence
16,50.62221875,51.36471875,SPEAKER_00,RETCHED,0.9657375812530518
17,52.20846875,53.81159375,SPEAKER_01,THANK YOU LET ME DRESS,0.9855841398239136
18,54.09846875,55.44846875,SPEAKER_01,SHRICK THAT HERE,0.945597231388092
19,56.51159375,60.94971875,SPEAKER_00,I MEANIT'S RIDICULOUS IF THERE'S A DELAY WHO JUST TELLED ME IT'S NOT LIKE YOU TO HAVE MY EGNAL OR ANYTHING,0.921156108379364
20,61.219718750000006,62.51909375,SPEAKER_00,YOU DIDN'T NOTIFY ME AT ALL,0.953034520149231
21,62.822843750000004,65.97846875,SPEAKER_00,IF I FORGOT THAT I'D ORDERED IT WHICH BY THE WAY HAPPENED SOMETIMES,0.9754278063774109
22,66.46784375,68.05409375,SPEAKER_00,HAN I'D COMPLETELY BE PAYING FOR NOTHING,0.9424819946289062
23,68.05409375,71.05784375,SPEAKER_01,ONE MOMENT PLEASE WHILE I CHECK THE ORDERS DEBT IS,0.9434044361114502
24,72.96471875,74.23034375,SPEAKER_00,UNBELIEVABLE,0.9819280505180359
25,74.46659375,76.01909375000001,SPEAKER_00,ARE YOU EVEN LISTENING TO ME,0.9701074361801147
26,76.00221875000001,76.50846875,SPEAKER_01,M,0.9225132465362549
27,76.87971875000001,79.37721875000001,SPEAKER_01,THAT'S WHY I'M GOING TO CHECK THIS DADDERS FOR YOU O K,0.9427393078804016
28,80.79471875,81.67221875,SPEAKER_01,OQUE,0.9209191799163818
29,81.87471875,81.89159375,SPEAKER_00,,0.0
30,81.89159375,84.35534375,SPEAKER_01,FINE GO AHEAD THANK YOU,0.9380099177360535
31,84.35534375,84.38909375,SPEAKER_00,,0.0
32,90.76784375000001,91.30784375,SPEAKER_01,OQE,0.8878799080848694
33,92.01659375000001,96.64034375,SPEAKER_01,ACCORDING TO THE PHETIC'S NOTE HERE YOUR PURSEL WAS DELIVERED ON THE TWENTIETH AT TEN A M,0.9479106664657593
34,96.97784375,99.62721875000001,SPEAKER_01,AND IT WAS LEFT ON THEIR FRONT PORCH ACCORDING TO THEIR NOTES,0.9530599117279053
35,100.87596875000001,101.46659375,SPEAKER_00,WHITE,0.9538064002990723
36,101.92221875000001,103.52534375,SPEAKER_00,YOU'RE YOURE KITTING RIGHT,0.9329110383987427
37,104.65596875,106.76534375,SPEAKER_00,OQUET OQUE FIRST OF ALL,0.9585575461387634
38,107.32221875,109.54971875000001,SPEAKER_00,MY APARTMENT HAS NO FRONT PORCH,0.9733250141143799
39,110.15721875000001,110.89971875,SPEAKER_00,SECOND,0.997523844242096
40,111.49034375000001,115.21971875000001,SPEAKER_00,THE ONLY WAY TO DELIVER PARCELS IN A RESIDENCE IS BY LEAVING THEM TO THE CONCIERGE,0.9627667665481567
41,115.50659375000001,116.41784375,SPEAKER_00,THAT'S IT,0.9916604161262512
42,116.95784375000001,126.10409375,SPEAKER_00,THIRD I WAS AT HOME THE WHOLE DAY ON THE TWENTIETH AND NO ONE LITERALLY NO ONE KNOCKED ON MY DOOR OR CALLED MY NUMBER,0.9694750308990479
43,126.52596875,128.02784375000002,SPEAKER_00,TO NOTE IF I M AOVE A PARCEL,0.912986159324646
44,128.33159375,128.78721875,SPEAKER_00,SO,0.9929969906806946
45,129.24284375000002,131.20034375,SPEAKER_00,EVER THIS PHETIX GUY SAIN,0.915816605091095
46,131.77409375000002,133.73159375,SPEAKER_00,HIS LION OQUE HIS LION,0.9430128931999207
47,133.84971875000002,139.48596875,SPEAKER_01,HAVE A TRIED TRACKING WITH THE B BUILDINGS CONCIERGE TO SEE IF THEY HAVE KEPT A PACKAGE FOR YOU OR,0.9480778574943542
48,139.48596875,139.50284375,SPEAKER_00,,0.0
49,139.78971875000002,141.96659375000002,SPEAKER_00,CHECK THIS MORNING AND THE ANSWER IS,0.9486912488937378
50,141.96659375000002,142.55721875,SPEAKER_01,NO,0.9421083927154541
51,142.55721875,142.59096875,SPEAKER_00,,0.0
52,143.31659375,143.33346875,SPEAKER_00,,0.0
53,143.33346875,144.54846875,SPEAKER_01,'S THE PARCEL,0.92279052734375
54,145.05471875,145.07159375,SPEAKER_00,,0.0
55,145.07159375,146.74221875,SPEAKER_01,OTHERWISE WOLD ARE BECALLING YOU,0.9105339646339417
56,147.13034375,150.42096875000001,SPEAKER_01,HOW ABOUT YOUR NEIGHBORS HAVE YOU CHECKS WITH THEM TO SEE IF THEY RECEIVED YOUR PARCEL,0.9478471279144287
57,151.93971875,156.29346875000002,SPEAKER_01,JUST WHAT LIGHT OF QUESTIONING IS THIS ARE YOU SAYING THAT MY NEIGHBOUR STOLE MY PERTNE,0.9419121146202087
58,156.51284375,161.60909375,SPEAKER_01,NO NO N I'M NOT SAYING THAT WHAT I'M SAYING IS THEY MIGHT HAVE RECEIVED YOUR PARCEL WHILE WHILE YOU WERE AWAY,0.9479716420173645
59,162.43596875,183.96846875,SPEAKER_00,LISTNG TO WME I TOLD YOU IT WAS IN THE APARTMENT THE ENTIRE FLOCKYN DAY IF SOME ONE DELIVERED A PARCEL THE CONCIERGE WOULD HAVE RECEIVED IT BY KNOW SECOND AND I REPEAT THE ONLY WAY RECEIVE PARCELS HERE IS THROR TO CONCIERGE NOTHING ELSE NO FRONT PORS NO NEIGHBORS WEARE EVEN ASKING ABOUT MY NEIGHBORS THEY HAVE NOTHING TO DO WITH THIS AND SHOODING YOU BE QUESTIONING THE FACT THAT THE FADIC SAID TO HAD OF A FRONT PORCH WHEN I CLEARLY,0.9386997222900391
60,183.96846875,184.47471875000002,SPEAKER_01,DON'T,0.9786979556083679
61,185.77409375000002,194.86971875,SPEAKER_01,TEBITHA I'M I'M JUST DOING MY JOB THIS IS A STANDARD PROTOCALL WE HAVE TO MAKE SURE THAT THE RECEIVER HAS CHECKED ALL THE POSSIBLE PLACES THE PARCEL COULD HAVE BEEN DELIVERED,0.9611719846725464
62,195.19034375,195.42659375000002,SPEAKER_00,,0.0
63,195.42659375000002,195.93284375000002,SPEAKER_01,SO AND,0.8914530873298645
64,195.44346875000002,195.91596875000002,SPEAKER_00,SO AND,0.9242256879806519
65,195.93284375000002,197.19846875000002,SPEAKER_00,DO YOUR JOB RY,0.9677717685699463
66,197.65409375000002,198.80159375000002,SPEAKER_00,YOU ARE NOT EVEN TRYING,0.9515169262886047
67,199.30784375000002,208.72409375,SPEAKER_00,IVE BEEN SPENDING MY TIME HERE LISTENING TO YOU I'N THE ONLY THING YOU'RE DOING SO FAR AS ASKING ME DUMBED QUESTIONS LIKE WHAT KIND OF SERVICE IS THIS I JUST WANT TO GET WHAT I PAID FOR IS IS THAT SO WRONG TO ASK,0.963184118270874
68,209.88846875000002,211.81221875,SPEAKER_01,PLEASE CALM DOWN TABITHA,0.9832008481025696
69,212.08221875,214.09034375000002,SPEAKER_01,I AM HERE TO HELP YOU THEN HELP ME,0.9581191539764404
70,214.61346875,216.16596875000002,SPEAKER_01,AND FOR GOD'S SAKE DO IT WELL,0.965050220489502
71,216.48659375000003,217.68471875,SPEAKER_01,JESUS GHRASTE,0.923048734664917
72,218.88284375,221.54909375000003,SPEAKER_01,TABITHA I'M SORRY THAT THIS HAPPENED TO YOU,0.9701737761497498
73,222.05534375000002,222.39284375000003,SPEAKER_01,VE,0.8729423880577087
74,222.08909375000002,223.42221875,SPEAKER_00,O YES I BET YOU ARE,0.9331796169281006
75,224.36721875,227.57346875000002,SPEAKER_01,PAQUETTE FOR US TO RESOLVE THIS I WILL SEND YOU AN EMAL,0.955971360206604
76,227.60721875000002,229.39596875,SPEAKER_01,PLEASE REPLY TO THAT EMAU,0.9560821056365967
77,230.35784375,234.30659375000002,SPEAKER_01,TO CONFIRM IN WRITING THAT YOU DID NOT RECEIVE THE PARCEL AFTER THAT,0.9813957214355469
78,234.69471875000002,235.09971875000002,SPEAKER_01,I'M GEN,0.7805558443069458
79,234.98159375,235.04909375000003,SPEAKER_00,,0.0
80,235.09971875000002,236.02784375000002,SPEAKER_00,IAM ALREADY TALKING YOU,0.9454833269119263
81,236.24721875,242.06909375,SPEAKER_00,WHATDO YOU NEED ME TO EMEL YOU FOR I MOTENTALLI YOU RAY NOW I DID NOT RECEIVE MY PARCEL SO DO SOMETHING ABOUT IT NOW,0.9018292427062988
82,242.86221875,250.59096875,SPEAKER_01,IT'S IT'S NOT THAT SIMPLE TABITHAT YOU HAVE TO CONFIRM IN WRITING BECAUSE THAT'S WHAT WE'RE GING TO SHOW PHATEC SO THEY CAN BEGIN THE INVESTIGATION,0.9488857388496399
83,251.41784375,251.90721875000003,SPEAKER_01,SINO,0.9501070976257324
84,252.12659375,256.24409375,SPEAKER_01,THIS IS NECESSARY TO PROVE THAT WE ARE NOT MAKING THIS ALL UP,0.9671388864517212
85,256.83471875000004,258.92721875,SPEAKER_01,ONCE A CLAIM IS FILED WE WILL INVESTIGATE,0.9468764662742615
86,259.43346875000003,260.15909375,SPEAKER_01,AN TA,0.9012294411659241
87,260.47971875,262.13346875,SPEAKER_01,DEPENDING ON THE INVESTIGATION IT WILL TAKE,0.9712911248207092
88,262.42034375000003,263.07846875,SPEAKER_01,SEVEN,0.9759899377822876
89,263.51721875000004,269.11971875,SPEAKER_01,OUR OWN SEVEN BUSINESS DAYS AND THEN WE CAN REFUND OR REPLACE OR FIND YOUR MISSING PARCEL,0.9667156338691711
90,270.03096875,272.03909375,SPEAKER_00,SO  JUST FILEA DISBEARD AND GET MY MONEY BACK,0.8782891631126404
91,270.04784375,270.45284375,SPEAKER_01,THOWNE,0.8152140378952026
92,272.69721875,277.40534375000004,SPEAKER_00,YOU KNOW THAT I'M BEING NICE RAY NOW RITE I AM CONTACTING YOU FIRST WHEN I JUST HAVE FONED MY BANK,0.9258243441581726
93,277.62471875,278.82284375,SPEAKER_00,AND MARCUOUS FRAUD,0.9803231954574585
94,278.94096875,280.91534375000003,SPEAKER_00,IN AN INSTANT YOU KNOW THAT RIGHT,0.9649340510368347
95,282.33284375,287.49659375000005,SPEAKER_01,WOULDN'T RECOMMEND THAT AS THAT MIGHT POORLY REFLECT ON YOUR CREDIT SCORE ESPECIALLY THAT IT SHOWS,0.9683808088302612
96,287.88471875,288.84659375,SPEAKER_01,DELIVERED YOU KNOW,0.9837655425071716
97,289.20096875,293.75721875,SPEAKER_01,SO THE BEST OPTION I AN RECOMMEND IS TO LET US FILE A CLAIM ON YOUR BEHALF THAT'S WHAT I RECKON,0.962769091129303
98,296.22096875,296.89596875,SPEAKER_00,YOU KNOW HAT,0.9079163074493408
99,297.31784375,299.30909375000005,SPEAKER_00,WITH THE RIDICULOUSNESS OF THE SITUATION I,0.9695413708686829
100,299.52846875,306.43034375,SPEAKER_00,I CAN'T EVEN BRING MYSELF TO BE MOUT ANY MORE LIKE WHAT IS THE POINT ANYWAY YOU BEASICALLY HAVE THE EMOTIONAL INTELLIGENCE OF A PEANUT SO,0.9588999152183533
101,306.49784375,307.34159375,SPEAKER_00,I ENVY YOU,0.9903540015220642
102,307.54409375,308.13471875000005,SPEAKER_00,THAT'S RISHA,0.8983711004257202
103,309.56909375000004,312.37034375,SPEAKER_01,O QU SO A HOW WOULD YOU LIKE TO PROCEED,0.9548754692077637
104,313.68659375000004,313.77096875,SPEAKER_00,,0.0
105,314.14221875000004,315.03659375,SPEAKER_00,NOT LIKE O HAVE A CHOICE,0.9058704376220703
106,315.54284375000003,316.15034375000005,SPEAKER_00,TAKE CARE OF IT,0.9445457458496094
107,316.63971875000004,317.36534375,SPEAKER_00,DEAL WITH VEDDEK,0.922088086605072
108,317.90534375000004,320.01471875000004,SPEAKER_00,I DIDN'T PAY YOU TO MAKE ME FILE TO CLAIM MYSELF,0.937397301197052
109,320.75721875,321.17909375,SPEAKER_00,STOUT,0.9643468856811523
110,322.02284375,328.16534375000003,SPEAKER_01,O K SO AFTER YOU CONFIRM THRER EMALE THAT YOU DID NOT RECEIVE HER PARCEL I WILL FILE A P DIANAR FOR YOU,0.9355781078338623
111,329.54909375,329.80221875,SPEAKER_00,WAT,0.8138656616210938
112,330.22409375,330.91596875000005,SPEAKER_00,P DIANR,0.8804891109466553
113,330.91596875000005,334.05471875,SPEAKER_01,IT MEANS PARCEL DELIVERED NOT RECEIVED AND IT WILL TAKE,0.9686529636383057
114,334.10534375000003,336.56909375000004,SPEAKER_01,TAY IT WILL TAKE FIVE TO SEVEN BUSINESS DAYS,0.9638432264328003
115,336.92346875000004,343.79159375,SPEAKER_00,O K WHAT HAPPENS IF THE PARCEL ISN'T FOUND IS A REPLACEMENT AVAILABLE AN AWAREHOUSE I NEED A REPLAC HEM FOR THAT AD WANT A REFUND,0.9401405453681946
116,345.51284375,345.91784375000003,SPEAKER_01,M,0.9386289715766907
117,346.23846875000004,356.59971875,SPEAKER_01,WELL SINCE THIS IS A DROPSHIP ITEM WE DON'T HAVE THE ITEM IN STOCK IN A WAREHOUSE SO I WOULD FIRST HAVE TO CHECK WITH A DROPSHIP TEAM FOR ITS AVAILABILITY BUT YES I WILL TAKE NOTE OF THAT WITH A DROPSHIP,0.9572800397872925
118,357.35909375,365.42534375,SPEAKER_01,IT MEANS THAT THE ITEM IS IN ANOTHER WAREHOUSE AND WE DON'T HAVE THE INVENTORY FOR IT SO WE WILL FIRST COORDINATE WITH THE SUPPLIER,0.9711885452270508
119,366.89346875,367.14659375,SPEAKER_00,HA,0.7672118544578552
120,367.34909375,371.66909375,SPEAKER_00,AH YOU KNOW OT YOU ARE MAKING MY HATS PIN SO LET ME GET THIS TRAY,0.960308849811554
121,372.37784375,374.90909375,SPEAKER_00,FAVIN BUSINESS DAYS FOR THE INVESTIGATION,0.9517531991004944
122,375.11159375,376.30971875,SPEAKER_00,AND IF NOT FOUND,0.9634532332420349
123,376.51221875000005,377.50784375,SPEAKER_00,CHL PROBABLY CASE,0.8717528581619263
124,377.99721875,379.06034375,SPEAKER_00,NINETEN FIVE PER CENT OF A TIME,0.9203075170516968
125,379.61721875,381.32159375000003,SPEAKER_00,YOU CAN CHECK WITH A TEAM IF IT'S AVAILABLE,0.9674585461616516
126,381.89534375000005,382.48596875000004,SPEAKER_00,AND THEN WAT,0.9291902184486389
127,383.19471875000005,386.13096875,SPEAKER_00,ANOTHER SEVEN DAYS TO DELIVER THE REPLACEMEN YES CURE,0.9427409768104553
128,388.67909375000005,389.32034375,SPEAKER_00,O FAR,0.8729655146598816
129,392.13846875,399.37784375,SPEAKER_00,WILE I TRY TO BE NICE TO YOU ISBODY SEEMS LIKE YOU LEFT ME NO OTHER CHOICE I WILL FILE A DISPUTE AND I WILL NEVER SHOP FROM YOUR SIGHT AGAIN,0.9532984495162964
130,400.94721875000005,410.81909375000004,SPEAKER_01,SABBITH I AS MUCH AS I WOULD LIKE TO HELP YOU THIS IS THE BEST I CAN DO FOR YOU I HAVE TO FOLLOW THE COMPANY POLICY AS I SAID WE CAN ISSUE A REPLACEMENT BUT WE FIRST HAVE TO PILE A CLAIM,0.9520507454872131
131,411.34221875000003,416.13471875000005,SPEAKER_01,AND THAT WILL TAKE FIVE TO SEVEN BUSINESS DAYS IF THAT IS TOO LONG FOR YOU TO WAIT WHICH WHICH I UNDERSTAND,0.9716160893440247
132,416.64096875,416.97846875000005,SPEAKER_01,A,0.8681463599205017
133,417.28221875,420.42096875000004,SPEAKER_01,I SUGGEST THAT YOU PLACE ANOTHER ORDER WITH A DIFFERENC SHIPPING ADDRESS,0.9505380392074585
134,420.89346875,426.51284375,SPEAKER_01,WHILE THE INVESTIGATION IS ON GOING AND WE WILL JUST REEF UND YOU FOR THE FIRST PARCEL BUT WE FIRST HAVE TO WAIT FOR THE CLAIM,0.9608864784240723
135,426.51284375,431.11971875,SPEAKER_00,BLAW BLAW BLAW JUST STOP OCAJET STOP I DON'T CARE ANY MORE,0.9576130509376526
136,431.38971875000004,432.89159375,SPEAKER_00,I HOPE YOUR COMPANY GOES BANKRUPT,0.9677049517631531
137,433.09409375,435.59159375,SPEAKER_00,AND THAT NO COMPANY WILL EVER HIRE YOU AGAIN,0.9738951325416565
138,435.81096875000003,446.56034375,SPEAKER_00,YOUR YOUR ATTITUDE HAS BEEN PRETTY DISGUSTING CONDESCENDING THE MOMENT YOU PICKED UP A PHONE AND I CANNOT CANNOT FOR THE LIFE OF ME IMAGINE AN EMPLOYER WHO WOULD WANT TO HIRE YOU FOR THAT ATTITUDE,0.968709409236908
139,446.94846875,451.92659375000005,SPEAKER_00,CONTINUE LIVING YOUR MISERABLE LIVE AM JUST TO GO AHEAD AND FILE THAT DISPUTE BUB I,0.9543918371200562
140,458.22096875000005,460.73534375,SPEAKER_01,RE YOU RECALLING QUESCHAN THIS KANDAS HOW MAY I HELP YOU,0.9135766625404358
141,461.41034375000004,462.94596875,SPEAKER_00,ISDALE HAVE NOT RECEIVED ME ORDER,0.9234421253204346
142,464.05971875,465.52784375000005,SPEAKER_00,YOU SAID OVER TO RECEIVE ON THE TWENTIETH,0.9416639804840088
143,465.91596875000005,467.11409375000005,SPEAKER_00,SO THE TWENTY SECOND,0.9269060492515564
144,467.21534375000005,467.92409375000005,SPEAKER_00,STILL NOTHING,0.9641973376274109
145,469.18971875000005,470.74221875,SPEAKER_00,DON'T KNOW WHAT'S GOING ON BUT,0.9735904335975647
146,470.89409375,472.69971875000005,SPEAKER_00,IF IT'S NOT TOO MUCH OF A BOTHER TO YOU,0.9720989465713501
147,472.95284375000006,475.33221875000004,SPEAKER_00,I WOULD REALLY REALLY NOW LOVE TO GET WHAT I PAID FOR,0.9560878276824951
148,475.66971875,476.29409375000006,SPEAKER_00,YOU KNOW WHAT I MEAN,0.9835330843925476
149,477.08721875000003,483.90471875000003,SPEAKER_01,OH IF IT'S BEYOND THE PROMISED DELIVERY DATE WE DEAF N'LL NEED TO LOOK INTO THAT MAY HAVE YORDERNUMBER IN YOUR FULL NAME SO I CAN CHECK FOR YOU,0.9401394724845886
150,484.42784375,487.88721875000005,SPEAKER_00,THAT'S EXACTLY WHAT I'M THINKING LIKE I DON'T UNDERSTAND WHAT WOULD'S TAKING SO LONG,0.9564247727394104
151,488.02221875000004,488.49471875,SPEAKER_00,ANYWAY,0.9397884607315063
152,488.93346875000003,489.55784375,SPEAKER_00,TM,0.9255197048187256
153,489.79409375000006,491.43096875000003,SPEAKER_00,ORDE NUMBER IS FOUR NINE EIGHT,0.9187723994255066
154,491.83596875,492.17346875000004,SPEAKER_01,M,0.7854055166244507
155,492.17346875000004,495.58221875000004,SPEAKER_00,FOUR NINE SEVEN SEVEN AND MY NAMEIS TABITHA RATCHED,0.9545781016349792
156,496.08846875,497.16846875000005,SPEAKER_01,THANK YOU TABITHA,0.9802700281143188
157,497.43846875,503.19284375,SPEAKER_01,I WILL NOW GO AHEAD AND PULL UP YOUR ORDER AND HOPEFULLY I CAN GIVE YOU AN IMMEDIATE ANSWER WHEN MAMMA PLEASE,0.969914972782135
158,503.96909375,505.11659375000005,SPEAKER_01,GO AHEAD THANK YOU,0.9818166494369507
159,509.48721875,515.7478437500001,SPEAKER_01,KA LIKE WHICH YOU SAID THE ESTIMATED DELERY DATE IS ON THE TWENTIETH IT'S NOW TWENTY SECONDS SO IT'S TWO DAYS LATE,0.9423194527626038
160,516.37221875,519.3928437500001,SPEAKER_01,NORMALLY WHEN A PARCEL IS LAID LIKE THIS WE SEND AN E MAL,0.9588586688041687
161,519.76409375,524.7084687500001,SPEAKER_01,INFORM ME OF THE DELAY SO LET ME VISIT THE FADEX WEBSIDE AND TRACKET,0.9514548778533936
162,525.0122187500001,525.06284375,SPEAKER_01,,0.0
163,525.78846875,535.81221875,SPEAKER_00,THANK YOU CANDAS THAY'LL BE APPRECIATE IT I AM ACTUALLY HAVIN TRIED TRACKING IT ON THE FADDEX' WEB SIDE SINCE YOU ALREADY GIVE ME THE DELIVERYOR DATE THROUGH EMAIL SO YES PLEASE GO AHEAD,0.9344215989112854
164,537.43221875,538.27596875,SPEAKER_01,K,0.9809150695800781
165,539.7947187500001,544.7053437500001,SPEAKER_01,ACCORDING TO THE FADEX NOTE HERE OR PARCEL WAS DELIVERED ON THE TWENTY EGHTH AT TEN A M,0.9330236315727234
166,545.4140937500001,549.02534375,SPEAKER_01,SAID T I WAS LEFT ON THE FRONT PORCH HAVE YOU TRIED CHECKING YOUR FRONT PORCH,0.9433130025863647
167,549.02534375,549.26159375,SPEAKER_00,,0.0
168,549.86909375,552.07971875,SPEAKER_00,WHAT WHAT WHAT YOU'RE KIDDING RIGHT,0.957405686378479
169,552.38346875,552.77159375,SPEAKER_00,ALL CAT,0.8340603113174438
170,553.34534375,556.7709687500001,SPEAKER_00,OGET FIRST OF ALL MY APARTMENT HAS NO FRONT PORCH,0.9637064933776855
171,557.12534375,561.91784375,SPEAKER_00,SECOND THE ONLY WAY TO DELIVER PARCELS AND A RESIDENCE IS BY LEAVING THEM TO THE CONCIERGE,0.9761930704116821
172,562.62659375,565.5122187500001,SPEAKER_00,THIRD I WAS AT HOME THE WHOLE DAY ON THE TWENTIETH,0.9804708957672119
173,565.9509687500001,575.18159375,SPEAKER_00,AND NO ONE LITERALLY NO ONE KNOCKED ON MY DOOR OR CALLED MY NUMBER TO NOTIFY ME OF A PARCEL SO WHATEVER THIS FADEX GUY IS SAYING,0.9715815782546997
174,575.6709687499999,576.24471875,SPEAKER_00,HIS LION,0.9400544166564941
175,576.6497187500001,577.12221875,SPEAKER_00,OUQ,0.8694267868995667
176,577.6284687500001,578.1853437500001,SPEAKER_00,HIS LION,0.9512858986854553
177,578.1853437500001,578.50596875,SPEAKER_01,IX,0.8973491191864014
178,578.6072187500001,584.14221875,SPEAKER_01,THAT'S DEAFINITELY ODD HAVE YOU TRIED CHECKIN WITH YOUR BUILDING SCONSIERS TO SEE IF THEY HAD KEPT A PACKAGE FOR YOU,0.9476468563079834
179,584.3447187500001,587.70284375,SPEAKER_00,JUST CHECK THIS MORNING AND THE ANSWERS NO OTHERWISE I WOULDN'T BE CALLING YOU,0.956021249294281
180,589.1372187500001,589.5422187500001,SPEAKER_01,Y,0.9323727488517761
181,589.8628437500001,595.97159375,SPEAKER_01,YOUR NEIGHBORS ALSO WOULDN'T HAPPEN TO RECEIVE IT RIGHT SINCE AS YOU SAID ALL PARCELS GOLD TO THE CONCIERGE,0.953694224357605
182,596.14034375,596.49471875,SPEAKER_00,CORE,0.7815137505531311
183,596.8828437500001,603.83534375,SPEAKER_00,AND IF THE NOTE SAS HE LEFT UT ON MY DOORSTEP AGAIN THAT'S IMPOSSIBLE NO ONE CAN ACCUSS OUR DOORSTEPS HERE EXCEPT AS TENANTS,0.9500366449356079
184,603.97034375,605.80971875,SPEAKER_00,SO THERE'S CLEARLY A MISTAKE HERE,0.9695982933044434
185,606.95721875,609.04971875,SPEAKER_01,YES THAME THAM MIXSANTS AR,0.8983290791511536
186,609.3703437500001,610.70346875,SPEAKER_01,SO HERE'S,0.956273078918457
187,610.8047187500001,613.23471875,SPEAKER_01,WHAT WERE GOING TO DO T TABITHA IT IS LIKELY THAT,0.944305419921875
188,613.8928437500001,619.8159687500001,SPEAKER_01,FEDEX DELIVERED THE ORDER TO THE WRONG ADDRESS SO I WILL FILE A PEDIANARI CLAIM ON YOUR BEHALF,0.9565276503562927
189,620.0690937500001,622.54971875,SPEAKER_01,IT MEANS PARCEL DELIVERED NOT RECEIVED,0.9671158194541931
190,623.1740937500001,627.6628437500001,SPEAKER_01,WHAT THIS DUST IS TO LET FEDICS INVESTIGATE TO FIND YOUR MISSING PARCEL AND,0.9464031457901001
191,628.15221875,631.12221875,SPEAKER_01,AFTER THE INVESTIGATION WE WILL EITHER REFUND,0.9805988669395447
192,631.4597187500001,633.7040937500001,SPEAKER_01,REPLAISE OR FIND YOUR MISSING PARCEL,0.9660783410072327
193,633.7040937500001,634.1597187500001,SPEAKER_00,OKAN,0.8733286261558533
194,634.75034375,638.56409375,SPEAKER_01,YE AND FOR ME TO INITIATE THE CLAIM I WILL SEND YOU AN EMIL RIGHT NOW,0.96204674243927
195,639.0703437500001,643.3059687500001,SPEAKER_01,PLEASE REPLIED TO THAT EMIL CONFIRMING THAT YOU HAVE NOT RECEIVED YOUR PARCEL,0.9624819159507751
196,643.33971875,643.64346875,SPEAKER_01,N,0.8896732926368713
197,644.5209687500001,644.87534375,SPEAKER_01,A,0.9372732639312744
198,645.04409375,649.98846875,SPEAKER_01,YOUR RESPONSE TO THAT FEMALE IS VERY IMPORTANT BECAUSE THAT WILL SERVE AS AS THE DOCUMENTATION,0.9592182040214539
199,650.4609687500001,654.19034375,SPEAKER_01,PROVING TO FEDICS THAT YOU ARE REQUESTING FOR US TO FILE CLAIM ON YOUR BEHALF,0.9462803602218628
200,654.6797187500001,657.0928437500002,SPEAKER_00,O  WHATEVER HAPPENS I'M GING TO GET MY REEF ON THE RIGHT,0.8966109156608582
201,657.1940937500001,658.3415937500001,SPEAKER_01,YOU'RE RIGHT OF COURSE,0.9688816666603088
202,658.71284375,659.0503437500001,SPEAKER_01,,0.9052301645278931
203,659.3203437500001,661.5478437500001,SPEAKER_01,AND THE SOONER THEY FIND YOUR PARCEL THE BETTER,0.9763381481170654
204,662.0203437499999,662.8472187500001,SPEAKER_01,BY THE WAY AR,0.957819402217865
205,663.15096875,668.09534375,SPEAKER_01,IN THE EVENT THAT THE PARCEL ISN'T RECOVERED WOULD YOU PREFER A REPLACEMENT OR A REEF UN,0.9691951274871826
206,668.1965937500001,670.37346875,SPEAKER_00,AND NEED O REPLACE EM FOR THAT I DON'T WANT A REFUND,0.9151843190193176
